movie_id,closest_movie_ids,similarity_scores
12153,"[9737, 15365, 819, 10377, 8961, 10425, 1365, 9400, 14034, 26352]","[0.5668595433235168, 0.5515451431274414, 0.550139844417572, 0.5475426912307739, 0.5381346940994263, 0.5268979072570801, 0.5228424072265625, 0.5202271938323975, 0.5171867609024048, 0.5152113437652588]"
65057,"[580, 39851, 84355, 39806, 1989, 17663, 3877, 278348, 31007, 9009]","[0.5279256105422974, 0.47980326414108276, 0.47979825735092163, 0.47571802139282227, 0.4596245288848877, 0.440522700548172, 0.43575116991996765, 0.42921143770217896, 0.4266343116760254, 0.4170432686805725]"
8326,"[16508, 290555, 20856, 4257, 8913, 42151, 23988, 45650, 294272, 755]","[0.4720349907875061, 0.46056056022644043, 0.4582641124725342, 0.43832480907440186, 0.43819981813430786, 0.4371117353439331, 0.43624138832092285, 0.4347712993621826, 0.43210330605506897, 0.4269329905509949]"
35690,"[23367, 13403, 7870, 5038, 5123, 13816, 14024, 44770, 464, 239]","[0.5003127455711365, 0.4932834506034851, 0.477655291557312, 0.47510287165641785, 0.4687838554382324, 0.467070996761322, 0.46121805906295776, 0.4601140022277832, 0.44489386677742004, 0.4447648525238037]"
76203,"[288980, 1874, 380097, 10586, 316152, 43090, 87729, 16353, 22267, 14631]","[0.5895187854766846, 0.49379122257232666, 0.45438671112060547, 0.43277162313461304, 0.42950892448425293, 0.4255036413669586, 0.4228287935256958, 0.4217712879180908, 0.4215547442436218, 0.4133661687374115]"
13497,"[10186, 27455, 292, 291362, 14114, 1931, 22600, 1677, 244786, 41823]","[0.5397825241088867, 0.46421581506729126, 0.4435989558696747, 0.4280136823654175, 0.4255601167678833, 0.42158520221710205, 0.418523371219635, 0.4128691554069519, 0.4118424654006958, 0.4100067615509033]"
35688,"[19899, 1164, 14976, 5038, 239678, 232672, 15624, 184098, 14438, 133698]","[0.5640822649002075, 0.49687129259109497, 0.49338188767433167, 0.48936957120895386, 0.4768710136413574, 0.470289409160614, 0.46656790375709534, 0.46402621269226074, 0.463454008102417, 0.46088171005249023]"
162,"[9035, 402515, 228066, 80585, 26371, 326576, 133694, 10658, 170687, 293670]","[0.39418143033981323, 0.387893408536911, 0.3749864101409912, 0.36011093854904175, 0.3594844937324524, 0.35599285364151, 0.3475574254989624, 0.3475366234779358, 0.3410978317260742, 0.3388986587524414]"
296096,"[14033, 78381, 55123, 82505, 135595, 309809, 192102, 41730, 54054, 15365]","[0.5301048755645752, 0.5100167393684387, 0.5005961656570435, 0.4735040068626404, 0.47279036045074463, 0.46136024594306946, 0.4578865170478821, 0.4539232850074768, 0.45219743251800537, 0.4466466009616852]"
103370,"[152737, 1621, 57157, 153795, 55720, 9726, 9600, 261023, 539, 241254]","[0.3710440397262573, 0.3687511086463928, 0.3668949604034424, 0.3588871359825134, 0.3565291464328766, 0.3563799560070038, 0.3442288935184479, 0.34047383069992065, 0.3371850252151489, 0.3318043351173401]"
1051,"[36351, 951, 1900, 204082, 13990, 10877, 29920, 4982, 26352, 46729]","[0.4364461898803711, 0.434465616941452, 0.43076086044311523, 0.4223371744155884, 0.4219321012496948, 0.42144784331321716, 0.4188183844089508, 0.41478902101516724, 0.40843236446380615, 0.40795478224754333]"
376659,"[50035, 253306, 76726, 76487, 13159, 41110, 9587, 239678, 15648, 10994]","[0.42793792486190796, 0.3965219259262085, 0.3591289222240448, 0.3564245104789734, 0.3429373502731323, 0.3428710103034973, 0.3324570059776306, 0.3288882374763489, 0.3257638216018677, 0.325547993183136]"
10073,"[25461, 79587, 26602, 9587, 14438, 50780, 10075, 16358, 23169, 1581]","[0.45560574531555176, 0.428065687417984, 0.4276564121246338, 0.4065912961959839, 0.3993958830833435, 0.3979898989200592, 0.38848403096199036, 0.3852475583553314, 0.38472598791122437, 0.3847007155418396]"
16690,"[879, 866, 11137, 13768, 10530, 266647, 1024, 75861, 102651, 102382]","[0.5589923858642578, 0.5219103097915649, 0.5149337649345398, 0.514096736907959, 0.49672216176986694, 0.4919295907020569, 0.46317481994628906, 0.4546409845352173, 0.44789326190948486, 0.445138543844223]"
273895,"[11072, 261023, 72976, 59728, 64639, 4929, 31306, 650, 6073, 10731]","[0.3539251983165741, 0.3511319160461426, 0.3497953414916992, 0.33231422305107117, 0.3261375427246094, 0.3066410422325134, 0.30007603764533997, 0.29617053270339966, 0.29615429043769836, 0.28166529536247253]"
14873,"[278927, 17610, 244316, 1956, 425, 29427, 9975, 258489, 10077, 9023]","[0.4629477858543396, 0.45577114820480347, 0.42214450240135193, 0.4195376932621002, 0.414703369140625, 0.41428667306900024, 0.413226455450058, 0.4090561270713806, 0.40692564845085144, 0.40561869740486145]"
8968,"[122906, 10288, 14578, 25196, 9849, 23685, 10202, 20862, 16288, 10214]","[0.44771718978881836, 0.39432448148727417, 0.3922317624092102, 0.3893823027610779, 0.3840581476688385, 0.37903404235839844, 0.3789052963256836, 0.3776692748069763, 0.37658053636550903, 0.37627488374710083]"
9963,"[351043, 14033, 3877, 48138, 10398, 47502, 223, 11336, 204922, 10052]","[0.5771232843399048, 0.505916953086853, 0.49187374114990234, 0.4744035601615906, 0.47276023030281067, 0.4712153971195221, 0.4698197543621063, 0.4545867145061493, 0.4541727304458618, 0.4487151503562927]"
15655,"[13682, 51162, 227783, 10481, 202575, 10929, 11619, 41216, 65759, 7484]","[0.5162783861160278, 0.5029208660125732, 0.4672594964504242, 0.43960386514663696, 0.4319421648979187, 0.4080878794193268, 0.40455177426338196, 0.403018593788147, 0.4001387357711792, 0.3981629014015198]"
21208,"[588, 37080, 71864, 214756, 10758, 69640, 10740, 9374, 1417, 794]","[0.4122195243835449, 0.40427619218826294, 0.3982910215854645, 0.3901713490486145, 0.38805365562438965, 0.3817921280860901, 0.38080933690071106, 0.3767472505569458, 0.3742850422859192, 0.3725500702857971]"
272878,"[7979, 16005, 8988, 13197, 28089, 11358, 89325, 222936, 28178, 15983]","[0.5202040076255798, 0.4794820249080658, 0.46966099739074707, 0.4661925733089447, 0.4599800109863281, 0.4438199996948242, 0.44171565771102905, 0.4373728632926941, 0.4357995092868805, 0.43542468547821045]"
9760,"[411, 2454, 49730, 266647, 19997, 630, 10140, 12819, 24021, 3078]","[0.6441076993942261, 0.515257716178894, 0.4902946650981903, 0.4898928105831146, 0.48948797583580017, 0.48924434185028076, 0.4886016249656677, 0.48687827587127686, 0.4846188426017761, 0.4735139310359955]"
314365,"[157544, 14359, 9100, 9616, 16857, 48171, 320435, 77949, 51995, 261023]","[0.4795446991920471, 0.4488925337791443, 0.4384944438934326, 0.41459113359451294, 0.4144952893257141, 0.39877039194107056, 0.3945525884628296, 0.39008426666259766, 0.37267351150512695, 0.363775372505188]"
13279,"[15189, 125263, 562, 943, 1547, 124606, 23730, 49010, 5822, 1725]","[0.49785399436950684, 0.49506130814552307, 0.4939963221549988, 0.4858350455760956, 0.48525869846343994, 0.4826829731464386, 0.482119083404541, 0.4542697072029114, 0.4508427381515503, 0.44843608140945435]"
1975,"[329440, 1970, 112949, 157547, 22530, 10944, 10894, 9947, 18405, 152599]","[0.6086485385894775, 0.608036994934082, 0.5324551463127136, 0.5276002883911133, 0.5141271948814392, 0.5132919549942017, 0.5123645663261414, 0.5047077536582947, 0.5015289783477783, 0.4986210763454437]"
33644,"[37786, 14429, 12120, 22897, 14474, 14395, 10218, 28353, 63492, 46705]","[0.5130856037139893, 0.5120143294334412, 0.49471402168273926, 0.4821280539035797, 0.4722433090209961, 0.4682091474533081, 0.4607546329498291, 0.45560407638549805, 0.4541004002094269, 0.4529705047607422]"
1649,"[1858, 10681, 87421, 644, 91314, 10366, 8373, 308531, 2277, 16577]","[0.5509546995162964, 0.541515588760376, 0.5155455470085144, 0.5049348473548889, 0.4882643222808838, 0.48346734046936035, 0.4785681962966919, 0.4771360158920288, 0.475118488073349, 0.47185423970222473]"
9895,"[9705, 9989, 10428, 45324, 4614, 860, 9798, 16995, 10858, 66]","[0.4604342579841614, 0.45798903703689575, 0.4496281147003174, 0.44539326429367065, 0.43978869915008545, 0.4292601943016052, 0.41735535860061646, 0.4106302261352539, 0.4021602272987366, 0.40116584300994873]"
9570,"[5137, 168, 2787, 10416, 10681, 201, 190847, 44833, 10514, 87421]","[0.57527756690979, 0.574203610420227, 0.541685938835144, 0.5374895334243774, 0.5254275798797607, 0.5252869129180908, 0.5227469801902771, 0.5162144899368286, 0.5158731937408447, 0.5145646929740906]"
27579,"[5994, 44113, 71880, 9950, 310706, 47964, 18808, 16205, 9754, 10431]","[0.39017242193222046, 0.390127956867218, 0.3763280212879181, 0.36341288685798645, 0.35853999853134155, 0.35140007734298706, 0.35098397731781006, 0.3487914502620697, 0.3442568778991699, 0.34153521060943604]"
16052,"[88036, 18126, 16, 78814, 4170, 54518, 244783, 15660, 206284, 14024]","[0.5194780826568604, 0.4996163249015808, 0.48712754249572754, 0.4756919741630554, 0.47270649671554565, 0.46949708461761475, 0.447498083114624, 0.4469495117664337, 0.4435214400291443, 0.43702685832977295]"
40264,"[24021, 8966, 114150, 55903, 9587, 1547, 41402, 18239, 32395, 209403]","[0.569739580154419, 0.549614667892456, 0.5185448527336121, 0.5057334899902344, 0.49120137095451355, 0.48389777541160583, 0.47825974225997925, 0.47760897874832153, 0.4714159369468689, 0.46722984313964844]"
1164,"[57119, 35688, 77156, 7445, 19899, 15644, 14834, 244776, 12779, 10885]","[0.5120695233345032, 0.49687129259109497, 0.4763522744178772, 0.4307437241077423, 0.42554807662963867, 0.41825783252716064, 0.41461479663848877, 0.40990811586380005, 0.408719003200531, 0.4013785719871521]"
239678,"[9587, 39781, 298312, 35688, 39053, 8292, 401, 79587, 11036, 87567]","[0.5392169952392578, 0.5050196647644043, 0.5034193396568298, 0.4768710136413574, 0.4641304016113281, 0.45091891288757324, 0.4384108781814575, 0.4368172287940979, 0.4322337508201599, 0.4315667748451233]"
14359,"[9100, 314365, 347126, 10307, 38415, 370464, 157544, 48171, 13007, 19344]","[0.48060324788093567, 0.4488925337791443, 0.43757063150405884, 0.4197824001312256, 0.40965813398361206, 0.40496179461479187, 0.38607221841812134, 0.3828299045562744, 0.3827294707298279, 0.37559396028518677]"
3989,"[389425, 24428, 82682, 228967, 100402, 19585, 67913, 10858, 36669, 34769]","[0.5050317049026489, 0.4919446110725403, 0.4751538634300232, 0.47124814987182617, 0.47021228075027466, 0.4563054144382477, 0.44975295662879944, 0.4460146725177765, 0.4446501135826111, 0.44339895248413086]"
76617,"[11056, 82505, 8839, 19204, 14405, 77883, 9697, 17880, 10934, 36047]","[0.5354161262512207, 0.5307056903839111, 0.5153990983963013, 0.5146363973617554, 0.5116533041000366, 0.5104399919509888, 0.4906432330608368, 0.4830645024776459, 0.47937849164009094, 0.4790009558200836]"
1710,"[16617, 4234, 8843, 11013, 11033, 39303, 9437, 157547, 10398, 11892]","[0.48935630917549133, 0.4857945740222931, 0.4773133397102356, 0.4676932990550995, 0.4547928273677826, 0.45252662897109985, 0.44840896129608154, 0.4452834725379944, 0.4437037706375122, 0.44097164273262024]"
4258,"[45650, 41436, 10065, 138843, 49018, 9297, 10885, 193603, 82507, 6435]","[0.6326296925544739, 0.6165897846221924, 0.5616215467453003, 0.5581281185150146, 0.5073743462562561, 0.47589272260665894, 0.47556406259536743, 0.47467681765556335, 0.47454631328582764, 0.47207751870155334]"
20391,"[44853, 8879, 9029, 16642, 16155, 7873, 33, 24266, 10914, 9430]","[0.5888280868530273, 0.5653973817825317, 0.48318880796432495, 0.46381038427352905, 0.45315486192703247, 0.4430879056453705, 0.44207823276519775, 0.438565194606781, 0.4367302358150482, 0.4332503080368042]"
10139,"[40428, 468, 273899, 82682, 17127, 711, 380097, 11863, 2898, 49010]","[0.4757848381996155, 0.44377589225769043, 0.4134688973426819, 0.413440465927124, 0.41033685207366943, 0.403972864151001, 0.40258464217185974, 0.39931491017341614, 0.39489030838012695, 0.3931148052215576]"
335778,"[11051, 11620, 235260, 2447, 29912, 48382, 9616, 281189, 318850, 15005]","[0.5552614331245422, 0.47295889258384705, 0.4506462514400482, 0.44908440113067627, 0.4200631082057953, 0.39791542291641235, 0.39660948514938354, 0.3949022889137268, 0.39005982875823975, 0.3887093663215637]"
9645,"[10384, 8413, 9392, 2756, 173, 679, 9306, 387, 13435, 347755]","[0.5602587461471558, 0.516493022441864, 0.5140869617462158, 0.5045866370201111, 0.4968971610069275, 0.4948859214782715, 0.48387327790260315, 0.48312926292419434, 0.4779593348503113, 0.47360387444496155]"
55465,"[13335, 15250, 174311, 20296, 11282, 13187, 39451, 10987, 10719, 9279]","[0.4946001470088959, 0.49405765533447266, 0.48751819133758545, 0.48385629057884216, 0.4369281828403473, 0.43410199880599976, 0.42948660254478455, 0.42138591408729553, 0.4209718406200409, 0.4191829562187195]"
617,"[377, 4170, 819, 21413, 11022, 11025, 6521, 199373, 15365, 71547]","[0.5286924839019775, 0.5227615833282471, 0.5040653347969055, 0.4987334609031677, 0.4923896789550781, 0.4898053705692291, 0.4892650842666626, 0.48867112398147583, 0.48655158281326294, 0.48631560802459717]"
19904,"[225565, 11778, 15158, 9576, 12133, 887, 333371, 11442, 1581, 9007]","[0.47881272435188293, 0.47308287024497986, 0.46362483501434326, 0.45975619554519653, 0.45271944999694824, 0.4506152868270874, 0.4501701593399048, 0.44234150648117065, 0.43750864267349243, 0.4367522597312927]"
48289,"[7341, 49022, 25166, 25643, 42586, 13027, 53457, 1591, 1586, 304357]","[0.5253132581710815, 0.5246585607528687, 0.500740647315979, 0.48343712091445923, 0.47675377130508423, 0.4740670919418335, 0.47154563665390015, 0.45875781774520874, 0.4543071687221527, 0.45373910665512085]"
243,"[104, 1819, 47889, 198277, 31007, 18442, 23168, 6615, 43539, 16162]","[0.48192298412323, 0.4762518107891083, 0.4739986062049866, 0.44587060809135437, 0.43990570306777954, 0.43944188952445984, 0.43347519636154175, 0.4328364431858063, 0.43194645643234253, 0.4307941496372223]"
6933,"[3597, 9286, 231617, 34335, 13569, 157422, 277685, 7006, 13551, 9667]","[0.32040923833847046, 0.31938764452934265, 0.3184558153152466, 0.31571757793426514, 0.31552788615226746, 0.31414085626602173, 0.30618637800216675, 0.3059478998184204, 0.3011123836040497, 0.2997836470603943]"
17182,"[199373, 4170, 9437, 10400, 18405, 92635, 617, 8643, 39013, 14043]","[0.5088616609573364, 0.48049694299697876, 0.4591924548149109, 0.4521142840385437, 0.43913790583610535, 0.4376922845840454, 0.4355620741844177, 0.43227121233940125, 0.428670197725296, 0.4244498014450073]"
8848,"[47686, 24227, 11354, 654, 11644, 136835, 19489, 9737, 9302, 2176]","[0.5542082786560059, 0.5418654680252075, 0.5400480628013611, 0.4916207492351532, 0.48874664306640625, 0.4613634943962097, 0.45955902338027954, 0.45941901206970215, 0.45428842306137085, 0.4434673488140106]"
38,"[12569, 39053, 19913, 55903, 43743, 14438, 11336, 9778, 20943, 43949]","[0.44339245557785034, 0.4295157790184021, 0.41840052604675293, 0.4079298973083496, 0.40511366724967957, 0.39597177505493164, 0.3959674835205078, 0.3949769139289856, 0.3925393223762512, 0.3925324082374573]"
38303,"[105, 39053, 17663, 55903, 12770, 7303, 25461, 10013, 11090, 22908]","[0.4679252803325653, 0.4480067491531372, 0.42679363489151, 0.4216533899307251, 0.4214857220649719, 0.41292399168014526, 0.4124971926212311, 0.41142600774765015, 0.40509432554244995, 0.40400081872940063]"
1266,"[2116, 37414, 10623, 260346, 11306, 9799, 116613, 67913, 6977, 9930]","[0.5331637859344482, 0.515802264213562, 0.5106894969940186, 0.49711713194847107, 0.48922237753868103, 0.4874316453933716, 0.4757075905799866, 0.47462791204452515, 0.47433310747146606, 0.47290295362472534]"
107985,"[100042, 9260, 9392, 16911, 106845, 7450, 1272, 119450, 227975, 9819]","[0.5152847170829773, 0.4632662534713745, 0.4488643705844879, 0.42899399995803833, 0.4243897497653961, 0.41600632667541504, 0.40153205394744873, 0.40084725618362427, 0.40015077590942383, 0.39960217475891113]"
14043,"[377, 257445, 18405, 10923, 71547, 290751, 948, 280092, 31306, 2662]","[0.5261931419372559, 0.5139465928077698, 0.5025508403778076, 0.4998217523097992, 0.49866047501564026, 0.49292221665382385, 0.49102145433425903, 0.48122742772102356, 0.48092907667160034, 0.4783095121383667]"
19901,"[36586, 9920, 38321, 12484, 36648, 168705, 53502, 9945, 22530, 1577]","[0.688338041305542, 0.6459618210792542, 0.5945095419883728, 0.5899534225463867, 0.5460507273674011, 0.5305663347244263, 0.5101668238639832, 0.497880756855011, 0.48424074053764343, 0.4585002064704895]"
34016,"[1819, 13160, 10991, 9582, 9433, 10050, 251, 9089, 54138, 11354]","[0.5271408557891846, 0.4746454954147339, 0.4674079716205597, 0.4668995440006256, 0.46510159969329834, 0.46151238679885864, 0.45805296301841736, 0.45242029428482056, 0.45092105865478516, 0.4492894411087036]"
59860,"[146882, 84178, 361475, 9709, 193610, 16899, 81390, 8875, 12154, 9555]","[0.5014776587486267, 0.4721459746360779, 0.4581931531429291, 0.45400917530059814, 0.44001469016075134, 0.4358559548854828, 0.4306851625442505, 0.42802485823631287, 0.42359209060668945, 0.4210449457168579]"
10069,"[13569, 12192, 277685, 328387, 109428, 9312, 80215, 1946, 4232, 1620]","[0.5413773059844971, 0.5184721946716309, 0.4710627794265747, 0.4699142575263977, 0.46724143624305725, 0.4633115231990814, 0.45602646470069885, 0.4557669758796692, 0.4509606659412384, 0.44663673639297485]"
9588,"[44264, 10731, 10685, 69668, 17043, 62255, 2636, 290555, 46528, 57201]","[0.5218303799629211, 0.47252124547958374, 0.46231645345687866, 0.4543953537940979, 0.4441518187522888, 0.4418109357357025, 0.4375101327896118, 0.4324342608451843, 0.4309312105178833, 0.4287582039833069]"
12819,"[294512, 80321, 8942, 75174, 953, 9760, 49730, 7484, 10481, 411]","[0.6009243726730347, 0.5302010774612427, 0.5216408967971802, 0.5212767124176025, 0.48750126361846924, 0.48687827587127686, 0.4851731061935425, 0.4827980697154999, 0.47176051139831543, 0.4652788043022156]"
9954,"[166424, 6171, 16353, 1124, 49521, 380733, 127585, 55779, 1975, 9947]","[0.5890672206878662, 0.5670733451843262, 0.5248463153839111, 0.5153675079345703, 0.47070610523223877, 0.4626442790031433, 0.45606768131256104, 0.4512106478214264, 0.451192706823349, 0.44895774126052856]"
10115,"[13920, 36549, 34099, 24748, 4599, 802, 63287, 11397, 10985, 21413]","[0.5003668069839478, 0.48328185081481934, 0.4812553822994232, 0.47803598642349243, 0.47749751806259155, 0.47500261664390564, 0.4523664712905884, 0.4495425820350647, 0.4382326304912567, 0.43759751319885254]"
25132,"[2270, 10136, 313922, 11371, 10386, 5876, 1546, 239563, 6947, 18405]","[0.4906848073005676, 0.4819297194480896, 0.47552192211151123, 0.4662153124809265, 0.46462297439575195, 0.45364582538604736, 0.44949671626091003, 0.44903308153152466, 0.4481649100780487, 0.4413678050041199]"
577,"[31306, 300706, 11637, 284296, 62835, 11507, 27573, 1921, 687, 70868]","[0.47572559118270874, 0.44379016757011414, 0.43360480666160583, 0.4332548975944519, 0.42900294065475464, 0.4253814220428467, 0.42360466718673706, 0.4186141788959503, 0.41861289739608765, 0.4179728329181671]"
328387,"[10069, 4032, 12192, 257087, 25968, 325123, 28121, 152742, 1548, 27588]","[0.4699142575263977, 0.46718961000442505, 0.4600357413291931, 0.4374603033065796, 0.43001890182495117, 0.4179847836494446, 0.4014418125152588, 0.4011678099632263, 0.4010624885559082, 0.3986579179763794]"
12690,"[18869, 18238, 2293, 293670, 77016, 13279, 29427, 385736, 15745, 317930]","[0.49143368005752563, 0.4665948748588562, 0.46294406056404114, 0.4606902003288269, 0.44835349917411804, 0.44581180810928345, 0.4430009722709656, 0.43881815671920776, 0.4289558529853821, 0.4251857101917267]"
9945,"[38321, 36586, 36648, 19901, 53502, 9920, 4513, 70981, 12484, 58151]","[0.5977471470832825, 0.5228763222694397, 0.5065550208091736, 0.497880756855011, 0.4802433252334595, 0.4631254971027374, 0.4563484489917755, 0.4549560248851776, 0.45388203859329224, 0.4524465501308441]"
539,"[253306, 1550, 16172, 9697, 17663, 55903, 3638, 10744, 50837, 76617]","[0.4899243116378784, 0.4870935082435608, 0.4836297333240509, 0.47674015164375305, 0.46536871790885925, 0.46416279673576355, 0.46397995948791504, 0.4602736234664917, 0.4551123380661011, 0.45219069719314575]"
13596,"[10050, 10226, 979, 12182, 14846, 11354, 33693, 34016, 9894, 49022]","[0.5068488121032715, 0.4802596867084503, 0.47926345467567444, 0.4754176139831543, 0.4652906656265259, 0.46053391695022583, 0.46049660444259644, 0.4480781555175781, 0.4415464997291565, 0.44033414125442505]"
226857,"[46261, 133698, 10075, 20309, 13250, 14585, 58051, 8346, 18530, 2830]","[0.5217993259429932, 0.5135847330093384, 0.5032055377960205, 0.4988654851913452, 0.49876976013183594, 0.48779022693634033, 0.47954732179641724, 0.47485634684562683, 0.47417333722114563, 0.4626871943473816]"
13159,"[1417, 9600, 76487, 1947, 14849, 31007, 41830, 18405, 8046, 39013]","[0.49037718772888184, 0.48835474252700806, 0.4821385145187378, 0.477230429649353, 0.47025763988494873, 0.4658823311328888, 0.465282678604126, 0.4641660451889038, 0.4609544277191162, 0.4604850709438324]"
47941,"[182, 40805, 9676, 20856, 241257, 1722, 592, 37710, 22649, 2074]","[0.5377893447875977, 0.4808521270751953, 0.46488386392593384, 0.46457692980766296, 0.45448485016822815, 0.4538886249065399, 0.451083242893219, 0.44650277495384216, 0.44358664751052856, 0.44079601764678955]"
526,"[191229, 48217, 9804, 68924, 2454, 17578, 109445, 6217, 65759, 12819]","[0.47875115275382996, 0.4741585850715637, 0.438970148563385, 0.4357137084007263, 0.43554437160491943, 0.42892298102378845, 0.42409422993659973, 0.41932913661003113, 0.41633903980255127, 0.4102250039577484]"
22796,"[57212, 236751, 53256, 43743, 18923, 8675, 16651, 55903, 38843, 20455]","[0.4602547287940979, 0.4584329128265381, 0.45193037390708923, 0.43438270688056946, 0.42834848165512085, 0.42572781443595886, 0.42304009199142456, 0.4225512146949768, 0.41862231492996216, 0.417240709066391]"
2355,"[3116, 3877, 98557, 7191, 228205, 10642, 35219, 29339, 2056, 16162]","[0.512770414352417, 0.4934438169002533, 0.48573949933052063, 0.47475773096084595, 0.4745365381240845, 0.47372302412986755, 0.4708718955516815, 0.4672783613204956, 0.4532448351383209, 0.4429554343223572]"
5915,"[10935, 14557, 216015, 10642, 9350, 14325, 11820, 20483, 15582, 7305]","[0.39808785915374756, 0.38165873289108276, 0.374149352312088, 0.3660479187965393, 0.3618620038032532, 0.3583213686943054, 0.3582937717437744, 0.3480311632156372, 0.346573144197464, 0.3426468074321747]"
9842,"[103663, 2619, 8193, 13811, 8780, 5528, 1259, 301351, 2830, 2270]","[0.46833211183547974, 0.4508737623691559, 0.44231224060058594, 0.4374474585056305, 0.43625736236572266, 0.4263538122177124, 0.4254262447357178, 0.42179062962532043, 0.41164112091064453, 0.41147392988204956]"
61012,"[14745, 10991, 8839, 25793, 8643, 46989, 24869, 50456, 123553, 150689]","[0.6260274648666382, 0.5412590503692627, 0.506001889705658, 0.5037411451339722, 0.50115966796875, 0.48663330078125, 0.4849262833595276, 0.4675924479961395, 0.46705663204193115, 0.4590301513671875]"
755,"[10426, 18616, 18828, 576, 94072, 9509, 291870, 818, 6519, 276907]","[0.5854358673095703, 0.5826001763343811, 0.531443178653717, 0.5160675048828125, 0.5079841613769531, 0.5079325437545776, 0.5064029693603516, 0.5009434223175049, 0.4967828392982483, 0.4900040030479431]"
13682,"[15655, 51162, 347755, 12819, 98568, 36549, 4442, 57089, 9792, 290555]","[0.5162783861160278, 0.44525742530822754, 0.4342360496520996, 0.419462114572525, 0.3891163468360901, 0.38691097497940063, 0.375074565410614, 0.37271490693092346, 0.3707001209259033, 0.36990025639533997]"
9089,"[13673, 9043, 1550, 13075, 72359, 8839, 13160, 4379, 82505, 3877]","[0.578216552734375, 0.5272328853607178, 0.5120826959609985, 0.4980795979499817, 0.4979647397994995, 0.49271437525749207, 0.49270960688591003, 0.4860770106315613, 0.48471665382385254, 0.4839896559715271]"
9470,"[1729, 44865, 76349, 12207, 49444, 33542, 11891, 9502, 44092, 1255]","[0.589828610420227, 0.5385749340057373, 0.5286940336227417, 0.5159834623336792, 0.510254442691803, 0.488839328289032, 0.4690174460411072, 0.4550071060657501, 0.4462681710720062, 0.44246456027030945]"
18357,"[116149, 7484, 244316, 9988, 10808, 72105, 51162, 26320, 9907, 10982]","[0.6480051279067993, 0.5231114029884338, 0.5012475848197937, 0.4945473372936249, 0.46427199244499207, 0.45775482058525085, 0.43789923191070557, 0.4307279884815216, 0.41691452264785767, 0.4026618003845215]"
7979,"[272878, 13197, 239563, 20406, 239571, 254128, 11358, 7445, 6537, 8193]","[0.5202040076255798, 0.4141705632209778, 0.404581218957901, 0.40060997009277344, 0.3980749845504761, 0.3974125385284424, 0.3878839313983917, 0.3791942000389099, 0.36737704277038574, 0.3627859354019165]"
470,"[9833, 361475, 79698, 12573, 11812, 361505, 2185, 4348, 38031, 1581]","[0.4587928056716919, 0.45743659138679504, 0.4554441571235657, 0.446943074464798, 0.4450841546058655, 0.4382452070713043, 0.4339557886123657, 0.4304765462875366, 0.4276670813560486, 0.42647236585617065]"
15644,"[31306, 14195, 11467, 10167, 76494, 77156, 12312, 252512, 136797, 15765]","[0.4951630234718323, 0.4809708893299103, 0.4700313210487366, 0.44723233580589294, 0.446335107088089, 0.4421447813510895, 0.43799054622650146, 0.437048077583313, 0.4353477954864502, 0.43407735228538513]"
9582,"[318040, 1819, 251, 14745, 11247, 23742, 34016, 11588, 8273, 23685]","[0.5272983908653259, 0.5224301815032959, 0.5134018659591675, 0.49412158131599426, 0.49398693442344666, 0.4734334945678711, 0.4668995440006256, 0.4537450671195984, 0.44789552688598633, 0.44669947028160095]"
10642,"[98557, 60420, 44770, 103663, 351819, 8922, 11025, 52449, 9816, 2355]","[0.5231687426567078, 0.4979763329029083, 0.49418309330940247, 0.4940073490142822, 0.4820977747440338, 0.47809863090515137, 0.477838933467865, 0.47590625286102295, 0.47431066632270813, 0.47372302412986755]"
22074,"[2359, 18570, 12509, 1779, 126509, 29595, 1999, 10858, 14736, 509]","[0.43622493743896484, 0.4330987334251404, 0.42236199975013733, 0.40677234530448914, 0.39599311351776123, 0.3929903507232666, 0.38669776916503906, 0.3859602212905884, 0.38461288809776306, 0.38160544633865356]"
2428,"[30973, 12159, 235260, 15800, 50875, 615, 11051, 291270, 2771, 22013]","[0.41878122091293335, 0.3769531846046448, 0.37586119771003723, 0.36270636320114136, 0.3475464880466461, 0.33711424469947815, 0.3296929597854614, 0.30746889114379883, 0.2956461012363434, 0.295600026845932]"
290751,"[18405, 92635, 38322, 8080, 10871, 317930, 12103, 2662, 41830, 2043]","[0.6297149658203125, 0.5855634212493896, 0.5693814754486084, 0.5682123899459839, 0.5354040861129761, 0.5303714275360107, 0.5285906791687012, 0.5263123512268066, 0.5207123756408691, 0.5159025192260742]"
13805,"[7278, 27404, 522, 16072, 12212, 421, 10970, 9823, 440, 44639]","[0.5026063919067383, 0.46506404876708984, 0.45102089643478394, 0.4346809685230255, 0.4329320788383484, 0.42964449524879456, 0.4291963577270508, 0.4274401068687439, 0.4269338548183441, 0.42196956276893616]"
4597,"[244114, 11228, 10133, 16320, 144336, 14623, 59108, 22314, 34314, 55779]","[0.4826529324054718, 0.4753674268722534, 0.47307661175727844, 0.4611417055130005, 0.4459702968597412, 0.4369924068450928, 0.43614083528518677, 0.429620623588562, 0.4290832281112671, 0.4264978766441345]"
9414,"[512, 7515, 12586, 60420, 14396, 146238, 48138, 100, 13809, 170480]","[0.43548232316970825, 0.42269188165664673, 0.39594516158103943, 0.3917195498943329, 0.38520288467407227, 0.38192906975746155, 0.37924718856811523, 0.3778409957885742, 0.3761438727378845, 0.36963987350463867]"
