movie_id,closest_movie_ids,similarity_scores
63492,"[38031, 25195, 9919, 109445, 10050, 10740, 361505, 75986, 11812, 216015]","[0.5871557593345642, 0.541964590549469, 0.5332334041595459, 0.5229246616363525, 0.5226951241493225, 0.5169162750244141, 0.5145726799964905, 0.5114350318908691, 0.5087034702301025, 0.5029972791671753]"
81796,"[14844, 325173, 56491, 256961, 13075, 16320, 10425, 10994, 12088, 5820]","[0.42927518486976624, 0.4065961539745331, 0.4061920642852783, 0.4051398038864136, 0.3935900330543518, 0.39043012261390686, 0.3787752389907837, 0.3780864477157593, 0.3752009868621826, 0.3751002550125122]"
10710,"[59861, 10220, 100275, 3116, 9842, 10476, 271969, 10569, 246403, 1813]","[0.3931152820587158, 0.3879099488258362, 0.38593992590904236, 0.3783729672431946, 0.3753027319908142, 0.3716464042663574, 0.3676062822341919, 0.36537033319473267, 0.3623230457305908, 0.3600730299949646]"
15092,"[326284, 10674, 10622, 15365, 1948, 20520, 201088, 10610, 10663, 3512]","[0.40983760356903076, 0.362820565700531, 0.3587062954902649, 0.35528790950775146, 0.3510982394218445, 0.34742990136146545, 0.3421004116535187, 0.33587509393692017, 0.33465418219566345, 0.3320004940032959]"
11382,"[75900, 46889, 248, 11637, 25209, 29514, 142132, 12228, 34647, 156022]","[0.5451384782791138, 0.5214841961860657, 0.49537938833236694, 0.48666948080062866, 0.48145684599876404, 0.4767785668373108, 0.47470492124557495, 0.47287529706954956, 0.4714946746826172, 0.4686805009841919]"
15005,"[8095, 48382, 9444, 18823, 319069, 11051, 29996, 53457, 188207, 9837]","[0.5019631385803223, 0.48250919580459595, 0.4610564112663269, 0.4534667134284973, 0.42251306772232056, 0.42226532101631165, 0.4216526746749878, 0.421636164188385, 0.41918277740478516, 0.4144749939441681]"
8198,"[680, 770, 1900, 13072, 11778, 83666, 79698, 13888, 1439, 4688]","[0.5076118111610413, 0.49698877334594727, 0.4683384597301483, 0.4595305919647217, 0.45736292004585266, 0.4527517855167389, 0.4516650438308716, 0.4455851912498474, 0.4434172511100769, 0.4417787790298462]"
6963,"[10569, 70868, 8358, 206296, 74, 36691, 31640, 8780, 1788, 639]","[0.39934924244880676, 0.37147456407546997, 0.3562981188297272, 0.3546575605869293, 0.34918707609176636, 0.3447619080543518, 0.3400637209415436, 0.33900687098503113, 0.33732128143310547, 0.3347141742706299]"
15070,"[9257, 288980, 33, 65448, 990, 45317, 47816, 10400, 1246, 41283]","[0.43400347232818604, 0.42658525705337524, 0.42555689811706543, 0.4224257171154022, 0.42026275396347046, 0.4175533056259155, 0.41071760654449463, 0.41030755639076233, 0.4065636396408081, 0.40604525804519653]"
12797,"[2501, 13908, 8649, 18975, 79694, 23685, 68737, 13053, 9894, 5966]","[0.45351076126098633, 0.4349636435508728, 0.4278181195259094, 0.41455191373825073, 0.4036172330379486, 0.4009513854980469, 0.3989167809486389, 0.39855098724365234, 0.39664024114608765, 0.39608436822891235]"
17134,"[9593, 298, 9991, 161, 90, 9074, 73, 12612, 10027, 15365]","[0.5823208093643188, 0.5552926063537598, 0.5474882125854492, 0.547349750995636, 0.5353195667266846, 0.527099609375, 0.5181602835655212, 0.5173990726470947, 0.5161551833152771, 0.5145037770271301]"
41402,"[58151, 109428, 8966, 1547, 4232, 339984, 40264, 206197, 78381, 43947]","[0.6303025484085083, 0.5417318344116211, 0.4911046624183655, 0.48691409826278687, 0.4847642779350281, 0.48047205805778503, 0.47825974225997925, 0.47659721970558167, 0.47499144077301025, 0.4700530171394348]"
18885,"[4105, 9988, 270938, 209403, 12183, 346, 17186, 299145, 8292, 11287]","[0.4864792227745056, 0.48158854246139526, 0.4491640329360962, 0.43813762068748474, 0.4206313490867615, 0.41566622257232666, 0.41543203592300415, 0.40173786878585815, 0.3976467251777649, 0.39451152086257935]"
4953,"[14758, 27936, 19556, 10878, 252512, 153, 136797, 7191, 2293, 924]","[0.5322797298431396, 0.496552050113678, 0.48902827501296997, 0.47772663831710815, 0.46538281440734863, 0.45416635274887085, 0.45180386304855347, 0.43777525424957275, 0.43452221155166626, 0.43382394313812256]"
10773,"[178862, 114, 302, 14758, 294550, 25209, 37710, 8293, 174311, 12271]","[0.4510113298892975, 0.4412693381309509, 0.42836320400238037, 0.4274791479110718, 0.4152733087539673, 0.4139459729194641, 0.4102790355682373, 0.40802401304244995, 0.40031176805496216, 0.3993908762931824]"
146198,"[10189, 332411, 13051, 4911, 18405, 9659, 137347, 389425, 256092, 23730]","[0.5922622680664062, 0.5689720511436462, 0.5577764511108398, 0.5492510795593262, 0.5391990542411804, 0.5367521047592163, 0.5323079824447632, 0.5319052338600159, 0.531308650970459, 0.5125902891159058]"
2639,"[522, 25428, 10981, 3902, 34653, 44718, 222250, 205596, 587, 786]","[0.419924259185791, 0.3975788354873657, 0.39464524388313293, 0.3921496570110321, 0.3838012218475342, 0.3827134072780609, 0.37993744015693665, 0.3760797679424286, 0.37473684549331665, 0.3693174123764038]"
10563,"[10555, 39141, 22597, 862, 38073, 9689, 468, 42618, 2255, 111794]","[0.552149772644043, 0.5168010592460632, 0.4828397035598755, 0.4628737270832062, 0.46187320351600647, 0.45942258834838867, 0.4558224678039551, 0.45111948251724243, 0.4504561424255371, 0.447147399187088]"
295964,"[11240, 16172, 7515, 12586, 163, 134411, 13809, 13538, 680, 1955]","[0.4945507049560547, 0.4691755771636963, 0.4585742950439453, 0.45340636372566223, 0.4489022195339203, 0.44095534086227417, 0.4396398663520813, 0.43748152256011963, 0.43527907133102417, 0.4339161515235901]"
5971,"[1440, 24066, 2207, 60463, 15049, 10189, 370464, 11199, 256092, 579]","[0.3958912789821625, 0.3958854079246521, 0.39459753036499023, 0.38305050134658813, 0.3696691691875458, 0.36858421564102173, 0.36828523874282837, 0.35250306129455566, 0.34896358847618103, 0.3488510251045227]"
9716,"[72766, 10436, 40247, 133698, 38007, 46261, 10878, 11638, 17127, 62838]","[0.5310933589935303, 0.5300859212875366, 0.5020673274993896, 0.4802716076374054, 0.4657776355743408, 0.4614042043685913, 0.45547038316726685, 0.4544518291950226, 0.45351600646972656, 0.4492635726928711]"
11835,"[31203, 1921, 29339, 122906, 11637, 11676, 14624, 44009, 13889, 103663]","[0.4908231496810913, 0.47468072175979614, 0.45619285106658936, 0.42160072922706604, 0.4098132252693176, 0.398226261138916, 0.39738595485687256, 0.3904643654823303, 0.38525596261024475, 0.38245320320129395]"
26171,"[8649, 8981, 36593, 55903, 9335, 243940, 7220, 2959, 9003, 640]","[0.5821834206581116, 0.5680673718452454, 0.5534346699714661, 0.5402034521102905, 0.5247418880462646, 0.5221561193466187, 0.5194308161735535, 0.5125738978385925, 0.5080947279930115, 0.5041880011558533]"
31117,"[22345, 11212, 10208, 782, 9598, 38356, 10658, 2009, 198184, 39781]","[0.5122122764587402, 0.476585328578949, 0.46739766001701355, 0.4408248960971832, 0.44066864252090454, 0.4307873249053955, 0.4223552346229553, 0.420382559299469, 0.41514986753463745, 0.41404950618743896]"
9074,"[12612, 17134, 298, 9631, 10871, 10877, 9548, 9455, 73, 9594]","[0.5598584413528442, 0.527099609375, 0.5077409148216248, 0.49856311082839966, 0.48993343114852905, 0.4726454019546509, 0.47208547592163086, 0.46986493468284607, 0.46844303607940674, 0.4597206115722656]"
14396,"[954, 10431, 9625, 11644, 9754, 9631, 41144, 10133, 9869, 215]","[0.5617195963859558, 0.5404488444328308, 0.5359801054000854, 0.527885913848877, 0.5179241895675659, 0.5049405097961426, 0.5046995878219604, 0.5034059882164001, 0.501924991607666, 0.5000081062316895]"
15673,"[2163, 43595, 239, 6961, 16155, 378200, 110683, 244783, 49950, 8584]","[0.540289580821991, 0.5256373286247253, 0.48672786355018616, 0.4841501712799072, 0.4802970886230469, 0.47207415103912354, 0.46973252296447754, 0.46799635887145996, 0.46235936880111694, 0.4609263241291046]"
42618,"[194, 39141, 19265, 535, 10563, 3638, 18, 17834, 6961, 114]","[0.4898178279399872, 0.4719032645225525, 0.4690559506416321, 0.45606929063796997, 0.45111948251724243, 0.44584813714027405, 0.43407130241394043, 0.4320186674594879, 0.4153435230255127, 0.4147722125053406]"
171274,"[9644, 5854, 31166, 90, 109513, 26352, 86838, 5236, 169, 82682]","[0.47965866327285767, 0.47808122634887695, 0.4756132662296295, 0.45277267694473267, 0.45226916670799255, 0.45081645250320435, 0.44775390625, 0.4438917636871338, 0.4432748854160309, 0.4233926236629486]"
24432,"[118, 252, 52032, 256962, 227975, 14411, 12279, 10067, 18975, 2023]","[0.4549106955528259, 0.39874252676963806, 0.38772422075271606, 0.38112765550613403, 0.3645598292350769, 0.3619469404220581, 0.3610854744911194, 0.3574446439743042, 0.3555809557437897, 0.3544018864631653]"
109417,"[66767, 10560, 331745, 1931, 41233, 14358, 23479, 228203, 535, 14292]","[0.504416823387146, 0.49233514070510864, 0.41756588220596313, 0.41366755962371826, 0.4046989381313324, 0.4001615047454834, 0.39738568663597107, 0.3883184492588043, 0.37523436546325684, 0.36943697929382324]"
13948,"[29595, 281189, 55180, 9647, 136797, 16608, 47941, 496, 5175, 79587]","[0.4613783061504364, 0.43568116426467896, 0.431155264377594, 0.42886000871658325, 0.4264674484729767, 0.41994965076446533, 0.4100392460823059, 0.4097524583339691, 0.4057130813598633, 0.4036688208580017]"
106747,"[246655, 658, 1771, 10999, 10858, 5820, 17577, 60599, 1830, 59961]","[0.43901947140693665, 0.43364110589027405, 0.43227511644363403, 0.4273271858692169, 0.42626723647117615, 0.4204416871070862, 0.41304823756217957, 0.40946951508522034, 0.4053547978401184, 0.40364837646484375]"
10929,"[2062, 202575, 10481, 1273, 243940, 14425, 9003, 10199, 39013, 156022]","[0.5860913991928101, 0.513413667678833, 0.4893924593925476, 0.48348790407180786, 0.48115748167037964, 0.4802591800689697, 0.47907817363739014, 0.47171643376350403, 0.47096019983291626, 0.46788957715034485]"
14220,"[3179, 189711, 244316, 7484, 9825, 109729, 20697, 11908, 9770, 953]","[0.42231112718582153, 0.4131048023700714, 0.4062654972076416, 0.38522905111312866, 0.3804263472557068, 0.36965325474739075, 0.3694729208946228, 0.3595433831214905, 0.35689955949783325, 0.3565557897090912]"
46435,"[244772, 62211, 225565, 8976, 10358, 8998, 198277, 11778, 1024, 9587]","[0.48621076345443726, 0.48474663496017456, 0.47999948263168335, 0.46442946791648865, 0.4613085091114044, 0.4568210244178772, 0.42862558364868164, 0.41043058037757874, 0.4083610475063324, 0.4067170023918152]"
256962,"[44835, 11036, 1268, 239563, 3060, 45791, 4476, 55347, 11190, 16353]","[0.5170130133628845, 0.5081536769866943, 0.5014567971229553, 0.5005296468734741, 0.498485267162323, 0.48864254355430603, 0.487956166267395, 0.4874790608882904, 0.4870220422744751, 0.47631075978279114]"
48231,"[9327, 251, 13937, 3034, 214, 126186, 10413, 9535, 9383, 24621]","[0.38797175884246826, 0.3530944287776947, 0.3485325574874878, 0.3462975323200226, 0.34539103507995605, 0.33498823642730713, 0.33329838514328003, 0.3284052908420563, 0.3250027894973755, 0.3240242004394531]"
3509,"[2034, 10189, 25636, 74536, 256092, 2140, 22314, 325173, 215881, 144336]","[0.5078471302986145, 0.45126986503601074, 0.44931358098983765, 0.44325846433639526, 0.4373627305030823, 0.419245183467865, 0.41832593083381653, 0.4172728657722473, 0.4122045040130615, 0.41065800189971924]"
82684,"[920, 36355, 40688, 10393, 46727, 12657, 1639, 44857, 3028, 755]","[0.44161713123321533, 0.38150835037231445, 0.3769737780094147, 0.3606635630130768, 0.3588111400604248, 0.35030388832092285, 0.3426316976547241, 0.33865514397621155, 0.3372926414012909, 0.33608484268188477]"
12142,"[4174, 49529, 274854, 587, 13448, 208763, 9383, 9741, 1970, 11184]","[0.49902239441871643, 0.4945083558559418, 0.4898768663406372, 0.48660004138946533, 0.48552536964416504, 0.47237205505371094, 0.46825695037841797, 0.46444088220596313, 0.46130669116973877, 0.45644038915634155]"
23367,"[35690, 1548, 55567, 13403, 13523, 114150, 35032, 13476, 621, 786]","[0.5003127455711365, 0.43265849351882935, 0.4306250810623169, 0.4205041229724884, 0.41413089632987976, 0.41301125288009644, 0.4120941162109375, 0.4072306752204895, 0.3961775004863739, 0.3936178982257843]"
10740,"[22897, 10391, 63492, 44945, 12159, 39053, 43539, 14054, 46849, 174751]","[0.5680198669433594, 0.528883695602417, 0.5169162750244141, 0.5084396600723267, 0.5037621259689331, 0.49894651770591736, 0.48879846930503845, 0.48565438389778137, 0.47872117161750793, 0.4720332622528076]"
241239,"[13201, 23730, 13051, 21612, 238, 18900, 240, 16608, 44639, 254473]","[0.5403095483779907, 0.5191237330436707, 0.5170230865478516, 0.4971548020839691, 0.48686617612838745, 0.48279398679733276, 0.47883033752441406, 0.47851595282554626, 0.47406691312789917, 0.4668809771537781]"
14582,"[16072, 8009, 43090, 75612, 9665, 228150, 72431, 37694, 407887, 15394]","[0.39128196239471436, 0.3904641270637512, 0.38227421045303345, 0.38008415699005127, 0.37730908393859863, 0.3701416850090027, 0.36536896228790283, 0.3643876612186432, 0.34723901748657227, 0.34030187129974365]"
14914,"[321741, 136797, 1402, 13778, 7552, 11004, 11353, 29595, 146227, 403]","[0.46845266222953796, 0.4426686763763428, 0.4395679235458374, 0.4371653199195862, 0.41320377588272095, 0.4115976393222809, 0.4063549041748047, 0.399367094039917, 0.3945167660713196, 0.39448702335357666]"
3902,"[6478, 587, 12160, 13963, 1677, 14112, 2639, 16858, 18074, 11323]","[0.49376827478408813, 0.42619386315345764, 0.4208577275276184, 0.4133109450340271, 0.39917466044425964, 0.39774101972579956, 0.3921496570110321, 0.37395644187927246, 0.3663104474544525, 0.36477574706077576]"
77948,"[15983, 103731, 16899, 41830, 170480, 192141, 2001, 45054, 241254, 2196]","[0.49309825897216797, 0.48351114988327026, 0.4778771996498108, 0.47128826379776, 0.46487194299697876, 0.4639744758605957, 0.4623637795448303, 0.4614410400390625, 0.4544154405593872, 0.45434653759002686]"
21755,"[587, 19265, 39053, 4967, 12184, 22908, 795, 81836, 37834, 59436]","[0.4977789521217346, 0.468420147895813, 0.4326634407043457, 0.43220970034599304, 0.4310508668422699, 0.43050485849380493, 0.42596036195755005, 0.4247558116912842, 0.4224127531051636, 0.4160996675491333]"
4960,"[206296, 3116, 139998, 254, 12586, 102362, 63287, 7515, 13066, 55831]","[0.4627452492713928, 0.44566377997398376, 0.43880724906921387, 0.43778663873672485, 0.43274518847465515, 0.42943066358566284, 0.4233962297439575, 0.42197898030281067, 0.41985923051834106, 0.416572630405426]"
128,"[9273, 256040, 13853, 1579, 630, 329440, 150211, 9543, 1975, 381902]","[0.5756332874298096, 0.48192065954208374, 0.4742439389228821, 0.4638310670852661, 0.4605068266391754, 0.45709028840065, 0.44578656554222107, 0.4450426697731018, 0.4427070915699005, 0.44174814224243164]"
14652,"[16869, 41488, 41248, 8265, 77459, 37710, 42586, 3482, 3060, 174311]","[0.5858739614486694, 0.5072908997535706, 0.49229294061660767, 0.48969388008117676, 0.48375824093818665, 0.4776270091533661, 0.47740447521209717, 0.4729885160923004, 0.45526692271232605, 0.45387840270996094]"
40932,"[2287, 139038, 278316, 274758, 30867, 279759, 139948, 4012, 10317, 39833]","[0.4874630570411682, 0.47899484634399414, 0.452586829662323, 0.4045225977897644, 0.38645821809768677, 0.37933555245399475, 0.37614113092422485, 0.37518030405044556, 0.3584803640842438, 0.35800817608833313]"
16608,"[4657, 228550, 9656, 18900, 241239, 25461, 215918, 14877, 107, 1429]","[0.5095383524894714, 0.49962159991264343, 0.4966914653778076, 0.48998263478279114, 0.47851595282554626, 0.4717993438243866, 0.47057873010635376, 0.4679851233959198, 0.46774575114250183, 0.4663375914096832]"
334531,"[77875, 1246, 990, 14160, 9718, 18925, 920, 10663, 10117, 23479]","[0.42384955286979675, 0.39593935012817383, 0.39214301109313965, 0.3916488289833069, 0.39051729440689087, 0.37854456901550293, 0.362271785736084, 0.36189505457878113, 0.35851407051086426, 0.35031619668006897]"
32316,"[319, 27455, 84197, 10476, 14114, 5722, 292, 13403, 10060, 37964]","[0.3735775351524353, 0.3628237247467041, 0.35453763604164124, 0.3515966534614563, 0.35105088353157043, 0.3482159972190857, 0.346868634223938, 0.34146571159362793, 0.3380574882030487, 0.33614036440849304]"
7299,"[4836, 641, 865, 36351, 582, 144336, 123678, 25636, 2789, 12410]","[0.44416916370391846, 0.42488694190979004, 0.3898144066333771, 0.383841335773468, 0.3819798231124878, 0.3678564727306366, 0.3673947751522064, 0.36318814754486084, 0.36148685216903687, 0.3604322373867035]"
13405,"[41508, 76758, 14608, 17044, 1904, 5279, 116584, 752, 153397, 12404]","[0.3867691457271576, 0.37938106060028076, 0.37634459137916565, 0.36452528834342957, 0.357427179813385, 0.34794408082962036, 0.34160953760147095, 0.33872032165527344, 0.3338344693183899, 0.32868194580078125]"
19457,"[944, 104, 59108, 18487, 44853, 12183, 136797, 36593, 12150, 11517]","[0.46408742666244507, 0.44513118267059326, 0.44478148221969604, 0.4419592022895813, 0.4359283447265625, 0.43183204531669617, 0.4299677312374115, 0.42881083488464355, 0.42658746242523193, 0.4226398468017578]"
112937,"[59981, 9893, 3033, 9760, 121, 65203, 10481, 15037, 82679, 809]","[0.4636676013469696, 0.4481063485145569, 0.4398249387741089, 0.43624699115753174, 0.4349197447299957, 0.432184100151062, 0.4317733645439148, 0.4313303530216217, 0.4214283227920532, 0.4209648072719574]"
314385,"[11156, 37710, 10934, 9429, 11631, 83666, 162396, 14429, 43839, 19615]","[0.4405464231967926, 0.4351123571395874, 0.43400633335113525, 0.4189319908618927, 0.41191667318344116, 0.3954784870147705, 0.39474135637283325, 0.39247000217437744, 0.39123979210853577, 0.3887256979942322]"
8953,"[43867, 10199, 11780, 1996, 699, 11836, 9679, 11687, 11543, 38757]","[0.4097152352333069, 0.40304750204086304, 0.38728073239326477, 0.38199248909950256, 0.37918949127197266, 0.3747125566005707, 0.3734714984893799, 0.37314414978027344, 0.3691262900829315, 0.3602047562599182]"
29078,"[271331, 39183, 56601, 321741, 7305, 215918, 11308, 8967, 79161, 14292]","[0.5317378640174866, 0.45032843947410583, 0.4326736330986023, 0.412163645029068, 0.40969276428222656, 0.3942645490169525, 0.3931657075881958, 0.39110633730888367, 0.39011362195014954, 0.38549304008483887]"
46503,"[820, 254024, 13051, 13389, 9944, 82507, 25376, 1949, 11141, 69668]","[0.48580557107925415, 0.4803091883659363, 0.4463144540786743, 0.44348129630088806, 0.4425061345100403, 0.4415884017944336, 0.44113367795944214, 0.41810476779937744, 0.40954598784446716, 0.4045620560646057]"
